Author,Comment,Time
@WEISS2erCS,Blue vibes. LP Is here mothafuks,21 hours ago
@kikiki4592,This Mike solo project sucks. You cant replace Chester.,21 hours ago
@CharlieMusicWorlds,too many effects on her voice especially during screams sorry but this is the truth,21 hours ago
@KuzinaElizabeth,😍😍😍😍🔥🔥🔥🔥🔥,21 hours ago
@driftingmind388,I'm in love with this band for the second time ♡,21 hours ago
@victaaax5763,peak,21 hours ago
@ALEXANDER6888,I'm so excited for the album!,21 hours ago
@Ezackiel1,"idk..  it's melodic and well coordinated
such music back in the days id say I didn't really cared it was aggressive, but now I kinda crave good positive vybes and constructive music
I mean..  it's always about you are a disgrace a traitor a moron a two faced someone that doesn't know better etc etc..  it's never about good qualities of humans !!
I thought they'd have learned from the past..  I guess this is their style

Muse isn't that of a positive vybe all the time neither, but they have some great Hits about Humanity and it's strenght..  their music is about understanding our flaws and cons and constructing around it !!  they make albums about actual stuff going on 
id say Muse is much more something id listen to nowadays

maybe I'm old
got tired of Music telling me I'm garbage and now I crave music that tells me the way
you know",21 hours ago
@pablodelson,"Amazing, very good see mr hahn scratchs again!",21 hours ago
@darkkrisse,❤‍🔥❤‍🔥❤‍🔥❤‍🔥,21 hours ago
@vijayradul,This song is SUCH A BANGER,21 hours ago
@alexmason6699,DOPE,21 hours ago
@krim97180,Dont stay and Figure 0.9 feelings here 🥵,21 hours ago
@crissyuk7092,Emily is f****ing awesome!,21 hours ago
@Shinobi-_-Nindo,"La musique, elle est cool🤘🤘",21 hours ago
@TheLostmindz420,And LP continues. RIP Chester but LP4LIFE ❤,21 hours ago
@pepetuarez6929,They all of a sudden decided to release a Music Video without teasing anything? IM GLAD I DECIDED TO OPEN YOUTUBE RN LMAO,21 hours ago
@INVINCIBLE117X,GOD DAMN I'M SO HAPPY LINKIN PARK IS BACK!!!!!!! 👏 👏 👏 👏 👏 👏,21 hours ago
@LUDREAD,diosssssssssssssssssssssssssssssssss temazo,21 hours ago
@owesleyleicam,Tocar essa no Brasil sexta feira hein kkkkk,21 hours ago
@roobeedooo,shes so goofy its awesome,21 hours ago
@lenv.h.7324,❤❤❤❤❤❤❤🤘🤘🤘,21 hours ago
@eothg,BRAZIL,21 hours ago
@Matken00,I like the previous tracks on the Album but this one sounds like the Wish edition of One Step Closer 🙃,21 hours ago
@johncostareal,"hit the floor, figure9 and one step closer vibes",21 hours ago (edited)
@DennisFurio,She looks like Tommy Wiseau from the Room haha,21 hours ago
@ayol1011,Damn the old school feeling is back!!!,21 hours ago
@vidalmanaure2825,Just when you think it can get any better... holy!!!!!!,21 hours ago
@higorgomes5815,QWERTY?,21 hours ago
@neilkruger8253,Gods how i missed LP. Emily we love you!,21 hours ago
@toonnico4635,This is the real Linkin Parque,21 hours ago
@linkinman1ro,cuando no tienes nada mas que apelar a la nostalgia...,21 hours ago
@heavycritic9554,"Damn, this dropped at 0:01 here in Sweden. 
It's gonna be tough to get to sleep after this banger! 🤘",21 hours ago
@alexandravargassilva6928,🤟🏼🤟🏼🤟🏼🤟🏼✨✨✨✨✨,21 hours ago
@JonathanROliveira,DIA 15 É NOIS PORR###!!,21 hours ago
@KetlinVitoriaSchiessl,❤❤❤🇧🇷,21 hours ago
@volkerhoffmann3706,Mega 😊😊,21 hours ago
@ramazandemir7249,"We love you guys so much, thank you for everything 🫶🏼🧿",21 hours ago
@KolodinaKatyaLP0708,"Linkin Park, I love you with my whole heart. You are my happiness. Thank you a lot!!!!!!!!!!!!!!!",21 hours ago (edited)
@nicolobalestrino,Here i am,21 hours ago
@marcosmorais90,🇧🇷 🇧🇷 🇧🇷,21 hours ago
@vrmvrm1650,humm.......,21 hours ago
@kuronesan7000,❤❤,21 hours ago
@eggaarjuna,ok this is linkin park.,21 hours ago
@sarsonder5127,"1. Emily with gloves 😍
2. LP in suits
3. Brad is “back”
4. The number of GIFs of Emily about to hit
5. Chorus has a Dead Sara sound 💗",21 hours ago
@Indianlivingabroad,"We will miss Chester always, but it's safe to say that the Linkin Park era is back with bangers!!!!!!",21 hours ago
@javierpascualenaferre8996,2:09 Deftones vibes loooove it 🫡,21 hours ago
@EkkaTrial,❤❤❤❤,21 hours ago
@rafaelribeiro7644,Hybrid theory vibes,21 hours ago
@theomoreira5638,EMILY IS A ROCKSTAR !!!,21 hours ago
@giorgi877,Her.  Voice. My god.,21 hours ago
@cc8719,Same 🇩🇪,8 hours ago
@rockboy360,Brad has been on all these videos.,20 hours ago
@Poto2222,​ @rockboy360 What about you?,20 hours ago
@alexandermasters7827,Brad never left. He's just not touring with them.,19 hours ago
@nicosilva8724,It is the perfect blend between LP and Dead Sara. Yet IGYEIH displays this even more,19 hours ago
@thommyjacobs8921,​ @rockboy360  he's still involved. He just doesn't wanna tour & play shows.,19 hours ago
@CarlosAlvarez-sl4px,Is Brad going to be touring in the US tour?,19 hours ago
@rockboy360, @CarlosAlvarez-sl4px  not as far as I know,19 hours ago
@CarlosAlvarez-sl4px, @rockboy360  thanks man,19 hours ago
@dannita246,"Plaster - Faint
Plaster 2 - Figure.09
Plaster 3 - One Step Closer
Final Plaster - Two Faced

I just want to say.....I Caught in the middle hearing this song, I count to zero again and again and this is a banger 🔥",21 hours ago
@bdubberz,🔥🔥🔥🔥🔥🔥🔥🔥,21 hours ago
@gatochinoyt5370,Yeah 🔥🤘🏼,21 hours ago
@RegataLinkin,It seems like this video clip was made 2 months ago ..,21 hours ago
@DerFrankeX,That sounds like Figure.09 😅 😲,21 hours ago (edited)
@adamsaputra5736,OMG Emilyyyyyy <3 <3 <3 <3 <3 <3,21 hours ago
@santiagorincon8579,Mr Han is John wick.,21 hours ago (edited)
@alphabusiness1870,LET´S GOOOOOO ANOTHER HIT,21 hours ago
@rcomp1,"Two more days, hyped is an understatement.",21 hours ago
@amandaalves_98,"Puta que pariu, que pedrada!",21 hours ago
@okamixonixshinto3702,I just got one step closer vibes from this song,21 hours ago (edited)
@carchoker19,Y está rosa 😮,21 hours ago
@carlacristinaluckmann841,É oficial. Eu boiolei nessa mulher...,21 hours ago
@peaceflower102,Yessssssss 🙌🏻 another treat. We’re absolutely spoiled!! 💕,21 hours ago
@arrockx,🤯🤯🤯🤯,21 hours ago
@Snooy40869,MAKE CHESTER PROUD,21 hours ago
@UnordinaryAnimations,This shi fire 🔥🔥🔥,21 hours ago
@camilalopez237,¡Me encantan! 🔥 un abrazo desde Colombia 🇨🇴 disfrutando de esta joya a 27 minutos de su lanzamiento 🫶🏽😍,21 hours ago (edited)
@GabriellacomdoisL201,Só tenho uma palavra: UAU!,21 hours ago
@davidfalleto6007,Nice,21 hours ago
@_Vanatta,AND I'M ABOUT TO BREAK,21 hours ago
@zohanmeiko2939,❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥,21 hours ago
@bennoda1393,One Step Closer vibes,21 hours ago (edited)
@luiz-tv1ri,É o linkin park porraaaa!,21 hours ago
@THEpsycho404,"Fck yea,",21 hours ago
@Sam-zq1cp,"Thank God dream come true that I saw them in Dallas Texas,  that was one of the best show in my life ❤❤❤",21 hours ago
@ernestoescobar245,Meteora vibes!!!,21 hours ago
@10rec6,It’s early morning in Sri Lanka just woke and this is the first thing I saw on YT 😍,21 hours ago
@one4aJIb,"Reminded of ""You can't stop me"" of Guano Apes",21 hours ago
@ElishaRicky,They cooked 🖤🔥,21 hours ago
@litebotsrasch7354,"For the sake of the almighty, FROM ZERO  TO  BE MY FAVORITE SONG  😱😱",21 hours ago
@Snooy40869,EMILY 2024,21 hours ago
@Fallenfps__,"Why does this sound so good wtf
damn i miss LP",21 hours ago
@CzechoslovakGunStories,"exactly as it should be... going forward, letting Emily do her thing :)",21 hours ago
@Curryking2015,Almost 1am here in germany and im headbanging in my livingroom 😂,21 hours ago
@simeongrew,Reminds me of Daniel Johns and Silverchair,21 hours ago
@brendacortes1593,"OMG, I think this is my favorite so far, I'm in love with this song it has everything, heavy riff, amazing screams from Emily and rap from Mike, I'm obssesed 😍",21 hours ago
@gabrieldecastro9943,Brad <3,21 hours ago
@deboracristina5252,os cara não cansam de lançar pedradaaaa!!!!!,21 hours ago
@aminulislamaamra,Is this 2004 again???,21 hours ago
@melissag.7083,"Ok, this one is now my favorite!!!!! ❤❤❤❤",21 hours ago
@Psychotoxic86,"At last a fresh song from Linkin Park, not this old shadow of the previous band. Totally love it! I feel real energy from the band right now.",21 hours ago
@gkokzeN,This song with tony hawk game should be fun 😂,21 hours ago
@piterflosnik5286,The moment Emily started whispering I knew what was coming and I loved every second of it!,21 hours ago
@aramizzo1456,MI VIEJA WEEEE MI VIEJJAAAA,21 hours ago
@huh4484,Meh,21 hours ago
@JuniSix,Classic 🖤,21 hours ago
@francescolanza6491,Mike I f*cking love u!💘,21 hours ago
@RICOCYTMX,one step closer 2.0,21 hours ago
@diegofigueroa3005,Muy bueno!!! Brutal. Mil gracias! New Generation,21 hours ago
@jcrm1282,❤❤ Me encantó!!!,21 hours ago
@anoldsouldwanderer1461,Hell-Yea!!,21 hours ago
@rodelarrat,Puta que pariu 😍🤌🏾,21 hours ago
@squarescreenentertainment4632,Immediately adding to gym playlist.,21 hours ago
@jcomet11299,One day left before FULL album release.,21 hours ago
@CrazyGuitarGuy,Jesuuuuus Christ.... This is a Banger :),21 hours ago
@aqilmubarok6444,Mantul🎉🎉,21 hours ago
@malachisaenz4342,it sounds amazing,21 hours ago
@Jmh-ni7qs,What is this Hybrid Theory reboot? Or re re re reanimation..,21 hours ago
@nandaleticia10,Pure linkin' park's juice:that's what it is!damn😍😍😍😍,21 hours ago
@GoyoFreecs,"Nope, she's not chester",20 hours ago
@dinukajay, @GoyoFreecs Get outta here😂 Stop hating you doorknob,20 hours ago
@OrManFTW," @GoyoFreecs  Man, Chester at her age couldn't scream anymore, and you all hated him for recording pop.",20 hours ago
@symphonixblades,​ @GoyoFreecs if you want Chester 2.0 go listen to another band dude,20 hours ago
@musicgirl999,I kinda got Place for My Head vibes when she whispered.,18 hours ago
@Tryio.probablyadev,​ @dinukajay couldnt have said it better 😂,15 hours ago
@GoyoFreecs,"No hating, she's not Chester, that's all @dinukajay ",11 hours ago
@GoyoFreecs,"@ Nope, u are nobody",5 hours ago
@김영택-i2r,최고 너무 멋짐  강렬한 멋진 린킨파크,21 hours ago
@artfelosc,That's a BANGER !!!!,21 hours ago
@MrViperTech,Unexpected but wonderful <3 Thank you LP,21 hours ago
@timetorelax7776,Good old days,21 hours ago
@mrgonzale0978,lol cant wait to see the Behind the scenes video.,21 hours ago
@geisy9349,Não consigo parar de assistir 🖤🤘🏼 paramore tá diferente né 😂😂😂 contém ironia,21 hours ago
@christianhatch7842,Figure. 09 remake much?,21 hours ago
@rhrh5333,"1:55 never goes away, never goes away,never goes away  AND NOW",21 hours ago
@rcatube100,Pra mim a melhor música do álbum. Agora sim ela tá mais solta e com toda energia de uma vocalista do Linkin park ❤❤,21 hours ago
@lakersrdbest,"WTF?!





I love this!!!!!!!!!!!!!!!!😆😆😆😆😆😆😆😆😆😊
Man it sounds so Linkin Park!💪💪💪💪💪
Im so excited for the album!!👏👏👏👏👏👏",21 hours ago
@adamlucki35,"omg yessssss finally, absolute banger man 💯 LP is back!!!! Life complete!",21 hours ago
@boomass3779,F*****cking YYYEEEESSSSSS !!  Awesome track !,21 hours ago
@carlonatale7618,The build up is like a place for my head. The quite voice and then the burst out loud,21 hours ago
@gmailgmail6200,I love LP but I just can’t get into Emily’s voice. Sounds like she’s trying too hard to give us that LP sound. Doesn’t sound natural.,21 hours ago
@chandraabudiman,"Linkin Park fans since 2007: ""Bring back Hybrid Theory""
Linkin Park in 2024:",21 hours ago
@nikostsompa,"Mike s on fire
New era
We re all here..",21 hours ago
@bersinache7521,Me regresaron al 2004 😮❤❤❤❤❤❤,21 hours ago
@damonmccloud1859,This is really cool lol,21 hours ago
@david-glenleasure955,Another absolute banger 😍,21 hours ago
@maxishinoda,THIS IS THE MOST LINKIN PARK SONG!! 😮‍💨😭,21 hours ago
@xvnmxa,"Hoooly sh... Emily, will you marry me?",21 hours ago
@zdenekdolezal9646,"This is most Hybrid Theory sounding song they did since Hybrid Theory.
If someone still say that they does not sound like LP anymore, than that person is moron. This is most LP sounding song they can make.",21 hours ago
@guadalupegaleano5487,Boom 🔥🔥,21 hours ago
@LazMej23,Wow back to the roots!!!,21 hours ago (edited)
@grantjohnmatthews9043,What an absolute banger! This is the Linkin Park we've been waiting for,21 hours ago
@Katherineage,OMG i LOVE It!!!,21 hours ago
@shredmetaldude,Lets gooooooo 🤘,21 hours ago
@Lnahbruh,Shoulda just made a new band.,21 hours ago
@pieceofpri,Perfect song,21 hours ago
@uchamong5023,"The two words that I got right now are ""Hell yeah"" 🤘",21 hours ago
@raygnecorrea1072,"Meu Linkin Park tá vivo, caralhooooo!!!!!",21 hours ago
@rubiagodoy_,toca essa sexta e eu digo se esperava ou não 🇧🇷,21 hours ago
@plus_sign,when you singing the hook right after the song ends 👍🏿🔥 LP is back 🖐🏿🥳,21 hours ago
@Clone_Nicoffein_Doc,"I'm swearing to God of whole universe, I'm loving it",21 hours ago
@LordyLucky,LET'S FCKNG GO!!!!!!!!!!!!!!!,21 hours ago
@RicklessSanchez,Yeah shut up Arizona people. Your darkness keep sh!tless then Tucson or Phoenix on Arizona.,21 hours ago
@TayneGoncalvesLofiego,❤❤❤❤,21 hours ago
@ilyadorman1602,Use my comment as dislike,21 hours ago
@lions1079md,Yup. Definitely got Hybrid Theory vibes with this one!!!,21 hours ago
@hayukimori,Os cara lança música boa do nada sem nem avisar,21 hours ago
@JoséBread,"QUE MALDITO PLACER VISUAL ES ESTE VÍDEO, DIOS MÍO",21 hours ago
@Mr_POO-5673,"My music app notified me that this song dropped.

Never in my life was I so fast to plug in my earbuds.",21 hours ago
@Th3Shrike,"Wish Emily would sing more mellow verses, the arcane version of heavy is the crown was so good",21 hours ago
@ale_cr,Wowow,21 hours ago
@Lia_mantes,"sonido clásico de linkin park ❤ 
justo hoy estaba escuchando one step closer y van y sacan esta cancion que podría ser su parte 2",21 hours ago
@Jamijam7,"OMG!!!!!
GILAAAAAAAA GILAAAAAAAA!!!!!!
You don't know how big my smile is watching this.
The song, the music, the vibe, the beat, and the video of them just having fun and enjoying themselves!!!
This beautiful feeling is exactly the same as what i had when the very first time i listened to Linkin Park when i was 15! 
I'm so back!
Thank you thank you Linkin Park for coming back!!!
Thank you Mike!!
Of course, Chester is still in our heart, we'll never forget him.
All these new songs are sooo gooooodd!!!
I was still shocked with the Casualty, i was like ""Yeaaahh!!!!!🔥🔥💥💥💥"" and few days after that we got another surprise here, this music video wow wow yeahhh!!!!
Can't wait for 15 November!
Thank you Linkin Park!
🖤🖤🖤🖤🖤🖤🖤",21 hours ago
@nathankraewsky2960,Wow wow! What a cool thing! I like it! 🎉,21 hours ago
@Alliekat_xo,HERE BEFORE 1M,21 hours ago
@VooDoOGaming.,This is Firrreeeeeee 🔥🔥🔥🔥🔥🔥 letsss gooooo,21 hours ago
@Nico11_23,"God, you just can't come unannounced and drop this banger and leave, GOOOOOD, its too good",21 hours ago
@serkanklckap850,it was 25 minutes before. hello from turkey! I'm here and I miss you so much Chester!,21 hours ago
@fernandapinheiro4654,❤❤❤❤,21 hours ago (edited)
@SyousDraven,i was about to sleep. Now i have two faces in my head :S,21 hours ago
@TheGame4100,yooo!! this is crazy!!,21 hours ago
@oswaldolandero,Trying to find the paramore park comment 😂🎉🎉🎉,21 hours ago
@rebeatboxtv,"Please play this in Brazil, this is gold",21 hours ago
@prathamjohari8301,WE ARE SOOOO BACK,21 hours ago
@brogits206,anyone in 5398 BC.,21 hours ago
@heaven7466,OMG!! !!!! THIS SONG IS AMAZING!!!😋,21 hours ago
@culturadicto3251,Soy de los primeros en ver el vídeo.,21 hours ago
@bdbapao3504,They are going to! Lucky you,21 hours ago
@rebeatboxtv,"@ yes! Just seen on instagram, so happy man! They will stream the show here so wait for awesome clips of the concert!!!",21 hours ago
@evilpapagali,"Provavelmente vão tocar sim. Como vão lançar o album no primeiro dia em São Paulo, provavelmente será só as músicas novas.",21 hours ago
@mariee.5912,I hope someone uploads the show on YouTube. Brazil deserves an LP show.,21 hours ago
@rebeatboxtv,"@ não vão ser só as novas não, mas soltaram o video no instagram e a propria Emily deu a entender que vão tocar Two Faced!!",21 hours ago
@rebeatboxtv, @mariee.5912  will be streamed live by tv so probably they will upload some!!,21 hours ago
@Mr.Birdofficial,Who else will ride with LP till the End,21 hours ago
@Selenavee3521,I love this! Emily is a whole vibe! ❤❤❤,21 hours ago
@speedyblk,Can’t get more classic than this. Forever LP <3,21 hours ago
@sebasruales,🤘🏽😈🤘🏽,21 hours ago
@tuhinsarker2000,"I'm form Bangladesh 
Good song",21 hours ago
@leoluz2412,"Melhor do álbum, esqueçaaa!❤🇧🇷🎼",21 hours ago
@TheConor777,Such a banger ! Thank you Mike for Emily ❤,21 hours ago
@CanalOldGamers,Linkin Park tá de volta p0rra!!🤘🤘🤘,21 hours ago
@dandan-yp7xv,she's like chester's little sister,21 hours ago
@petermanji8116,"All right, loving the music so far, can't wait for the album to drop.",21 hours ago
@LPArabia,Early access YAY,21 hours ago
@dabstar02,🤘 j'adore !,21 hours ago
@Rtu907,Emily 🤟🎸,21 hours ago
@Deni7s,"As a long time
Linkin park fan I know this will come with a huge amount of hate but..

This has potential and may one be the best albums LP has made! 

Sorry but this is just my opinion",21 hours ago
@ds698,Amazing!,21 hours ago
@thiago891,"Essa é a ""One Step Closer"" da Emilly",21 hours ago
@Altis_,NU METAL,21 hours ago
@margheritafiamma7136,I was going to sleep. Now I'll never sleep again. Thank you LP.,21 hours ago
@playgamescarlos,SUITS UP! 🤵🕴 And good song & video!,21 hours ago
@mooniecolls7759,"Already on repeat, that’s a BANGER",21 hours ago
@sarabrandan9089,I love Linkin Park,21 hours ago
@nicolasbelairemusic,THAT'S JUST A BANGER. THAT'S WHAT IT IS.,21 hours ago
@panidi6396,Wong disek oleh opo kang mike😂,21 hours ago
@juanospina6833,"Esto es un banger en toda regla, es increible lo bien que se a adaptado Emily <3 
Amo esta nueva faceta, thx LP for this",21 hours ago
@HenriqueFernandesdeSouza,"16/11 Allianz Park 
É do Brazil caralho ❤️‍🔥🇧🇷❤️‍🔥🇧🇷❤️‍🔥🇧🇷❤️‍🔥🇧🇷❤️‍🔥
Emiliaaaaaa eu te amo",21 hours ago
@LcLeon12,"Temazo!!! Como extrañaba esta musica. Las guitarras, el scrach, Mike rapeando y ni hablar de Emily y su voz!! Larga vida a Linkin Park!!🎸🎶",21 hours ago
@NikolaV022,The video angle and mike rapping gives off beasty boys videos vibes,21 hours ago
@bigcomfycouchh,where's my losing sleep to listen squad at???,21 hours ago
@guerradri_,"Querido papai do céu, me deixa ser engual a Emily quando eu crescer? Obrigada 🙏🏻",21 hours ago
@Idlepug,This is smoking 🤘💯 roll on Friday!,21 hours ago
@vitaocorinthians,corinthians o time do nu metal,21 hours ago
@manuelbasiliov.1519,Tremendo pasos de baile se lanzaron.,21 hours ago
@shahrizalbinsham2613,"Nice Video Clip, Really Good Song.
From Malaysia here. I think thats the stage from (From Zero Event)",21 hours ago
@lo_shaxxone_,"fai di me ciò che vuoi, ah comunque si, bella canzone",21 hours ago
@alanamadorrosas4025,"I love it, damn it feels good to see they are back",21 hours ago
@henriquefratus8904,Aff que musica foda ❤,21 hours ago
@martinfiedler,When IGYEIH?,21 hours ago
@CarlosRetamal-ci5pd,"nah bro, this is fire",21 hours ago
@Js0n44,Anyone here in 2027?,21 hours ago
@alexandryprieto7304,Ok 2000 is back ❤️,21 hours ago
@isma1689,One step closer 2024. This album gonna be so good I cant wait.,21 hours ago
@daniloduartefotografia,Só Pedrada... Pqp 🤘,21 hours ago
@Bier_Ritter,It just keeps getting better,21 hours ago
@jehgoncalvesgomes1828,New metal never die ❤,21 hours ago
@jetsp,é ...,21 hours ago
@ABCurry30,"LYRICS:

Get right

Last time I was hanging by a thread
Trying to say I’m not but I’m in it over my head
That’s when I figured out where it led
Beginning to realize that you put me over the edge

Your truth’s not rigid, your rules aren’t fair
The dark’s too vivid, the light’s not there
I start to give in, but I can’t bear
To put it all behind, I run into it blind like

Two faced
Caught in the middle
Caught in the middle
Too late
Counting to zero
Counting to zero
You should have recognized
It’s too late for choosing sides
Two faced
Caught in the middle
Caught in the middle
Two faced

Last time you told me it wasn’t true
And pointing every finger at things that you didn’t do
So that’s why I kept missing the clues
And never realized that the one that did it was you

Your truth’s not rigid, your rules aren’t fair
The dark’s too vivid, the light’s not there
I start to give in, but I can’t bear
To put it all behind, I run into it blind like

Two faced
Caught in the middle
Caught in the middle
Too late
Counting to zero
Counting to zero
You should have recognized
It’s too late for choosing sides
Two faced
Caught in the middle
Caught in the middle
Two faced

I can’t hear myself think

Stop yelling at me",21 hours ago
@SyousDraven,what's the best from 2024? Linkin park's return.,21 hours ago
@jennlp1407,Old memories are back ❤ thank you so much for this track !,21 hours ago
@mooniecolls7759,They are LITERALLY so so sooooo back and I’m HERE for it.,21 hours ago
@santeeshopbell7303,I remember when they first came out I was in middle school now here we are 20+ years later and my middle schooler son is banging linkin park….only one of his friends that do to,21 hours ago
@michaelhowell2809,I'm about to break my ducking mind,21 hours ago
@unasteiner5489,Nice! 🤘,21 hours ago
@EmptinessCHAOS,"Quebra tuuuudooooooo Emily, perfeita 🔥🔥🔥🔥🔥🔥🤘🏼🤘🏼🤘🏼🤘🏼🤘🏼🤘🏼",21 hours ago
@renatocorreia5229,"Man, Fred Durst is different....",21 hours ago
@igiekakurniawan,It's amazing to see you Brad. I hope you doing well.,21 hours ago
@speedyblk,OMFG,21 hours ago
@ItsMeKelseyx,This song bangs and kicks ass. Definitely a throwback to the Hybrid Theory and Meteora eras.,21 hours ago
@V_Urizen,new linkin park is ass,21 hours ago
@alice_rain_day_is_nice,"No words, just awesomeness",21 hours ago
@peduro3428,CQC Linkin Park 😂😂😂,21 hours ago
@cartolamen2718,Already?,21 hours ago
@AmatPadilNique,"The Emptiness Machine sounds a bit like the Hunting Party, Heavy is the Crown sounds a bit like Meteora, Over Each Other sounds a bit like Minutes to Midnight & now we have Two Faced which sounds a bit like Hybrid Theory 😄🎵🎶 Thank you Mike, Brad, Joe, Colin, Dave & Emily ❤️",20 hours ago
@amandaalves_98,You too,21 hours ago
@V_Urizen,ur opinion doesnt matter at this point..i will never like them and thats ok i guess i dont see the problem of not liking what u like,21 hours ago
@expresscoffee5023,"It gives me some Limp Bizkit and Evanescence vibes, i like It👌",21 hours ago
@LukeGames23,So awesome,21 hours ago
@sergioguindulain5570,Bestiiiiiiiiaaaaaaaaaaalllllllll 🤯😍🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻,21 hours ago
@ARock6969,CAUGHT IN THE MIDDLE HIT HARD 🤧,21 hours ago
@ldm1977,Looooove it 🤩 Oh gosh Linkin park is so freaking back !,21 hours ago
@atifhussain4999,:text-green-game-over:,21 hours ago
@croccoalberton,Definitivamente LP está de volta! Emily é o fit perfeito!,21 hours ago
@estebanaraque5823,Pfff her voice Is so Strong,21 hours ago
@ryperactivity,Fk yeah!!!,21 hours ago
@ExoRisemFTW,I'm so excited for the new album 🔥,21 hours ago
@JaneReyzer,Hace cómo 4 meses que están arriba de ese escenario,21 hours ago
@IVolutionI,WERE SO BACK,21 hours ago
@arthurrdavid,Can’t wait to see you coming to Brasília 🇧🇷❤️,21 hours ago
@dtho16,The swagger of Emily in this video is off the charts my god,21 hours ago
@realghostam2085,Al ver el perfil de la banda me e dado cuenta de algo ... Son muy hinchas del América ✨🇲🇽😁⚽,21 hours ago
@patrykpiekarski864,"Imagine!
,,Heavy is the crown"" as the LOL official worlds 2024 anthem and ,,Two face"" as the main song for ,,Man in black"" ❤",21 hours ago
@adrielsantos8607,I love it❤❤❤❤,21 hours ago
@fernando0321,I cant wait for the IGYEIH video,21 hours ago
@tuhinsarker2000,❤❤❤,21 hours ago
@indoorsky7331,Wow....pretty good,21 hours ago
@ManuMonte91,The pure Linkin Park style! Welcome back guys 🔥,21 hours ago
@rafaelbrisola2598,I am so in love with Emily,21 hours ago
@prodigyfilms8170,Decent song. Emily looked like she was having a blast during filming.,21 hours ago
@PancakesTFC88,Absolutely love this! What a banger! 🤟🤟,21 hours ago
@tifneywortham16,Yessss 🤘🏼,21 hours ago
@kevkochofficial,Richtiges Brett Old School linkinpark!,21 hours ago
@souljalean4632,Vai Brasil 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,21 hours ago
@haydenls5756,Nice!! 🔥🔥🔥 can't wait to listen to the whole album!,21 hours ago
@IAMAZERAXX,This could have easily dropped in the early 2000’s love the throwback Linkin Park vibe of this song!,21 hours ago
@Larissa-ov5hl,🇧🇷🇧🇷🇧🇷,21 hours ago
@AndyRomero-l6j,Es increíble ver con la participación de john wick en el Dj🤘🤘🤘,21 hours ago
@tojaaiden,I hear a lot of Chester here 😯,21 hours ago
@nrco_band,WOW! It's a real banger!! ❤‍🔥💫,21 hours ago
@bryancarrasco2627,Temazo krj ❤️❤️❤️❤️🎸,21 hours ago
@outride0251,Cosplay delle Iene da parte dei linkin park??!,21 hours ago
@emilianzaharia5471,Shes so sexy,21 hours ago
@vanessabedoriaeartes,You guys are amanzing,21 hours ago (edited)
@enigmaanimes4948,VAMOOOOO EMILLY RAINHAAAAAA 🤍🤍🤍,21 hours ago
@velsnegar,Se isso não é LP eu sou uma tartaruga caralhoooooooooooooooooooooooooooooooooooooo,21 hours ago
@adrianarrunategui1640,We are so back,21 hours ago
@ImSoWoke,Stop yelling at her!!!! Let’s go LP is back,21 hours ago
@rohitnair2610,Nostalgic linkin park,21 hours ago
@othiagoigor,Sábado eu vouuuu❤,21 hours ago
@Sibaat_Khan,I can see the moment of happiness in mike for Feminism he's been trying since long before.,21 hours ago
@AcousticCoffeeJunk,Damn this is good!,21 hours ago
@HardHeadtfreviews2008,One step closer to + no more sorrow + figure 09.,21 hours ago
@apcf16,"2000: Shut up! Shut up when I'm talking to you!
2024: I can't hear myself think. Stop yelling at me!",21 hours ago
@rhrh5333,Linkin Park has the power to make you instantly click on their videos,21 hours ago
@jesusmendez9790,Joe haaaaaan!!!,21 hours ago
@zoroxo-rm7xq,"Woooow brooo 
You are the best ❤",21 hours ago
@LilDrummaDude,OOOsh this is Sic!!,21 hours ago
@stanleyipkis22,The signature Linkin Park sound! first 3 albums are king!!,21 hours ago
@MrToberton,Emily in a suit has serious Kurt Cobain energy🤘🏼,21 hours ago
@kaorishinu,oh this one is good good,21 hours ago
@hariprawira8306,"Its ""Don't Stay"" 😅",21 hours ago
@tany.k,I love these guys SO MUCH!!!! ANOTHER BANGER ❤,21 hours ago
@vinilima5973,"cheguei aqui antes de chegar em 40 mil visualizações, fiz minha parte na história.",21 hours ago
@karmakimeleon8832,What a fantastic surprise,21 hours ago
@Chico_vdz,¿Soy el único que también le encuentra parecido con “Hit the floor”? Sin duda es como si Meteora y Hybrid Theory tuvieran un hijo,21 hours ago
@lio165,Garbage,21 hours ago
@mathiasderidder3441,Feminism?,21 hours ago
@EYELYKE2DOOAYNALL,yup....yup we back gang,21 hours ago
@neutralmode8127,**LOVED what Likin Park was - LOVE what they are now**,21 hours ago
@beast0339,Can't be the only one hearing the low-tuned chuggy guitar and think that this sounds a lot like Meteora... Right? I mean I guess maybe that's kinda the idea.. Really cool!,21 hours ago
@colinstemp1760,DAAAAAAAAAAAAAAAMN!!!!!!!!!!,21 hours ago
@pedraugusto98,A MELHOR BANDA DA HISTÓRIA!!!!! <3,21 hours ago
