Author,Comment,Time
@napexgaming,You are so back! Can’t wait for my vinyl so I can listen to the full album. This is one of my fav songs so far from the album,1 hour ago
@SarahStowe-dw6nf,I love it,1 hour ago
@swindle2240,Whatever band this is should have changed their name.,1 hour ago
@bigdaddychemster1201,Looking to be their first good record since Meteora. Makes me wish Chester had unalived himself a decade earlier.,1 hour ago
@ZER0WASTAKEN95,Emily is a slytherin confirmed :D,1 hour ago
@diyana5208,I love Linkin park❤From Bali❤🎉,1 hour ago
@mallmiss,Это круто!!)))),1 hour ago
@OvielRodgem89,Then what is LP for you? People like you likes to complain,1 hour ago
@danielhofmann1446,willkommen zurück in 2009 :-),1 hour ago
@GuilhermeWBarreto,BANGER,1 hour ago
@ManlioTv,Linkin park is on fire 🔥🔥🔥,1 hour ago
@mishelvillegas520,❤❤❤❤❤❤ amazing,1 hour ago
@IvanLastochka,"I'll always be a fan of this band, from 2010 when I first heard ""Given Up"" until as long as I've been alive. 
Chester would be proud of what is happening with Linkin Park now. 
Greetings from Russia and Belarus! 💚",1 hour ago
@ОлексійЄремєєв,PERFECTLY!!! Thank you very much!!!!!,1 hour ago
@viejodelentes6079,"I didn't like it, but at least I know the band is still capable of heavier songs, maybe if they do more of this in a future album I might like it.",1 hour ago
@ssizzlee14,holy peak,1 hour ago
@rayellyvalentim6683,You can see that they had a lot of fun recording this clip... I'm so happy for them. Me identifiquei com ela dançando 😂,1 hour ago
@ronaldleon5527,"The Kai Cenat : ""I know wariris""",1 hour ago
@IlyaGotsdanker,"What the .. 😒
The worst in the album till now",1 hour ago (edited)
@sjuninho1000,Emily needs to stop this cringy dances 🤦🏻‍♂️,1 hour ago
@dewarmcnamara,"eeeeek. yeah i dunno, i liked emptiness machine, all the others have just been flat for me.",1 hour ago
@bcn1gh7h4wk,"Bring.
This girl.
To Buenos Aires.",1 hour ago
@Bbart77,"I get all the haters, boring lives, trying to find something to make them feel something again.... but I can't not think that Chester would love this, he would be like ""damn, you guys rock"" and I find that nice. Also, back in the day nobody f* cared about religion, sex, ideologies... we cared about the music. Let's do that again.",1 hour ago (edited)
@ซีเคียว,🤟🤟🤟,1 hour ago
@ElekaVrMusic,Year 2000 again,1 hour ago
@hashiramax253,League of legends,1 hour ago
@evlark,Hybrid theory feel.  I like this one too!,1 hour ago
@spartaa4936,"fico pensando nos cara que faziam cover do Linkin Park, tudo querendo imitar o Chester, em voz, atuaçao e etc, vendo a Emily arrebentando tudo com a originalidade e a puta voz dela, eles nao querem ser cover deles mesmos,  querem sem Linkin Park !",1 hour ago (edited)
@julianalichtler8728,Puro suco de Linkin Park :face-red-heart-shape:,1 hour ago
@Daniel-es7tq,Uma mistura de deftones messa música.,1 hour ago
@nahueldelaunay3729,zzzzzzzzzzzzzz,1 hour ago
@CARBALLALRAP,Top!,1 hour ago
@kritsadajamlek2241,"Welcome back to my hearth.
Thank you Linkin Park ❤❤",1 hour ago
@kero5643,I miss old LP 😔,1 hour ago
@greciasofiaibarcena,los esperamos con unas chelas en Lima PERU!!!!!,1 hour ago
@gabrielcardovani,"Não adianta, Link park nunca decepciona!",1 hour ago
@butterfliesinyourchest,My absolutely favorite song on the album 😍😍😍,1 hour ago
@jpascotto,❤❤❤,1 hour ago
@user-un9dy6xd1w,So bad lmao. Why didn’t they just start a new band damn. Linkin Park whack af now,1 hour ago
@joselozada8519,Me gustó más que la otra. La chica no me gusta como baila y eso pero bueno. Suena más a linkin park y su voz cala bien.,1 hour ago
@pablobasaldella4724,"Suena bien, pero me da mucha nostalgia por Chester escucharlos 😢",1 hour ago
@wellingtonsouza-wh9go,Foda pra c@r@lh#,1 hour ago
@aronjermy6308,🔥🔥🔥🔥🔥🔥🔥🔥👏👏👏👏👏👏👏,1 hour ago
@warleyoliveira5390,Linkin park na sua mais pura essência,1 hour ago
@MrPicklejuice98,"Another banger, love how fun the music video is",1 hour ago
@fabianhiga3524,One Step Closer 2.0,1 hour ago
@ВячеславСтрельцов-о7э,😍,1 hour ago
@sureshock,Link up a song with Korn or LB?,1 hour ago
@Materva_,What album this is bad 🤮,1 hour ago
@XenonPyromaniac13, @Materva_  ?,1 hour ago
@brendankrueger7857,".....sorry, not impressed with anything they've done thus far on this new album. Meteora still outweighs every album they've made after. They would've had more praise for creating there old band ""Zero"". You missed the mark Mike.",1 hour ago
@xn13r89g,They are truly back,1 hour ago
@observer8430,I cant wait to hear a dedication to Chester,1 hour ago
@leckerpistazie4136,"Now this is a Linkin Park song, if I've ever heard one! 💕
This is the Sound I was missing since Hybrid Theory and Meteora. 🥹 but at the same time it also has this fresh new Touch to it.",1 hour ago
@mrdee5584,"THANK YOU LINKIN PARK
for not stopping 
This generation need old vide like this...",1 hour ago
@observer8430,"obviously I can't let go, why is it hard to accept this? change is hard",1 hour ago
@elsiononrf,Guitars sound good,1 hour ago
@wellpards,"From ""Shut up when I’m talking to you"" to ""Stop yelling at me""

One step closer + Figure.09 + with scratch techniques from “Points of Authority”",1 hour ago (edited)
@legensnake382,Stay safe and make new music 🎵🎶. I loved. But let the old one there because she doesn't know how singing in the same voy level and make her look bad.,1 hour ago
@rsnickster363,Best one yet hands down,1 hour ago
@CesarDiaz-yo9xd,"One step closet, second part...",1 hour ago
@fernandocasamalhuapa604,Este video dice ... linkin parak seguira y los que nos quieran seguir ... bienvenidos ... los que no ... pues we dont care !!!,1 hour ago
@Dtr146,"Damn, that's another song I'm gonna have to add to my list of bangers.",1 hour ago
@Naruto9326,ахуенно спасибо,1 hour ago
@juliandaheim2181,To this day i havent seen a perfect replacement. I have now.,1 hour ago
@Toonnieeeee,โครตชอบเลยกลิ่นอายเก่าเก่ากลับมาหมด,1 hour ago
@phaelsathler,I loved the Reservoir Dogs aesthetic,1 hour ago
@RealNomadicus,"If deemed too political I will delete this... but does anyone else feel like a certain party was REALLY two faced recently? and by recently I mean for atleast the past year. Like this song really resonates with me because of that. ""your truths not rigid your rules aren't fair, the darks too vivid the lights not there""",1 hour ago (edited)
@bonij40,If One Step Closer and Figure.09 had a baby.,1 hour ago
@MASTERofCTHULHUx,I might be on my own with this one… mikes still good and the girl can sing… but I don’t like her at all.  Maybe I just want Chester back but I don’t like her at all.,1 hour ago
@XenonPyromaniac13,"Meteora is good...

but it's missing a very great many bangers that are in other albums imo",1 hour ago
@marcusarelius,You'd have to look back to the 2017 celebration concert,1 hour ago
@observer8430,@marcusarelius  thank you for Information,1 hour ago
@Tristanjl712,All the haters need to “SHUT UP WHEN IM TALKING TO YOU!” 😅,1 hour ago
@pedrojbritof947,"New face, good release .........i liked ¡¡¡¡¡¡  writing a New History page........ Chester Live forever RIP the KIng......Emily Armstrong The Queen",1 hour ago
@D9Production,"Amazing🔥 I love Emely, I love Linkin Park! Can't wait for the album to come out.",1 hour ago
@chunkyblewtuna197,Chills…..,1 hour ago
@asenrankov,Guano apes have changed a lot,1 hour ago
@marcelmaurer9860,Holy f moly that is a bomb of an album - congratulations 👏,1 hour ago
@IQUE928,Mr Haaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaahn!,1 hour ago
@Edits_ffuts,"2:06 I freaked out, how perfect",1 hour ago
@barbatrup,Linkin Park is dead,1 hour ago
@CloudSt,Love the Song but Not the Video.,1 hour ago
@miqdadroslan6494,"The vibes look like a hunting party album; it's too hard. For me, the best album ever is minutes to midnight. Mike,  you can do the best of the best in the future with new members. Why minutest to album, because the rangge of the song in this album is in the middle, not too low, not too high.",1 hour ago
@essamaria6585,Que pancada,1 hour ago
@nubiofly305,Muiiiiito phooooda 🔥🎶🤘🏻💥🚀✨,1 hour ago
@paulodetarsoflores7625,"Muito Loko!!! Parece que voltaram no tempo, fizeram a música no início dos anos 2000 e trouxeram para cá para apreciarmos New metal na melhor forma.  Ótimo trabalho!!!",1 hour ago
@saxonrowe1800,"Like the song, hate the video, still miss Chester",1 hour ago
@TimmWebbYT,"Just noticed, this is recorded at the same stage they did there live reboot reveal show on",1 hour ago
@hellish.racoon69,Lame,1 hour ago
@PRC24,"The energy, sound and passion for music are off the charts! LOVE this track and so grateful to have LP back🤘🏼",1 hour ago
@JaimeBeltrao,"JESUS Cristo ama você e te chama para ter uma amizade transformadora. Ele pode te abençoar,perdoar, libertar do pecado ,curar, prosperar e realizar seus sonhos.leia a BÍBLIA. Baixe no cel. 💟🙏✝️",1 hour ago
@oliviahooper4778,This is my fave of the new album.,1 hour ago
@vitoria4750,Cry,1 hour ago
@cristianrodriguez-sh5wo,only chester,1 hour ago
@david.-.,Ya'll said the same with One More Light,1 hour ago
@XenonPyromaniac13,...No? I all the current members are very much alive.,1 hour ago
@valdirenecristinadossantos9938,Amei❤,1 hour ago
@miihh_jaina,Absurda 🔥,1 hour ago
@jpv6800,Linkin Park meet Paramore and I love the result,1 hour ago
@Oliver_onm,Vai ser Sucesso atrás do outro como Sempre 👏🏼sou fã desde adolescente 🇧🇷,1 hour ago
@davihenriques9908,Wow.,1 hour ago
@ХЛАМнезаходите,very cool,1 hour ago
@carloemiliod9997,😢 no encuentro el tic de la buena música,1 hour ago
@estrelinhadourada,Muito bom !!,1 hour ago
@batjilred8304,Not trying to be a downer but it doesnt hype,1 hour ago
@emilyarmstrongarchive,obsesionada es poco,1 hour ago
@thedevanshuagarwal,"Definitely, Joe is the MVP of this song",1 hour ago
@Suvived,Шинода с первых нот ебалом торкает чтобы не обознались? 3 трек слабо.... realy.....,1 hour ago
@thedevanshuagarwal,"Emily is not an insane singer but trendsetter choreographer i believe. Man, her moves are so slick and fun to watch!!",1 hour ago
@ElifasOliveira-jl9zy,Foda! Foda-se as viuvetes!,1 hour ago
@justtmilani,Era ódio q faltava KKKKKK AMEIIIIIIII tá incrível ❤❤❤❤❤,1 hour ago
@thedevanshuagarwal,My two faced heart is all loving this LP songs. One is dancing and other is rapping with Mike.🔥🔥,1 hour ago
@bit01tec,Come to Brazil... ops...  you already do! Thanks for coming back! ❤‍🔥❤‍🔥,1 hour ago
@AleXianFPV,"okay, this is different. 😂",1 hour ago
@hurricanecemi,Is nobody gonna talk about how her laugh at the end sounds just like Julia Robert’s?,1 hour ago
@prayeraus6362,How'd they get Bill Burr to play bass?,1 hour ago
@VipFm-t5c,иди шамана слушай,1 hour ago
@Suvived, @VipFm-t5c  ты главное своего лиджея тцк непрослушай,34 minutes ago
@VipFm-t5c, @Suvived  болеешь?,28 minutes ago
@Suvived,@VipFm-t5c  тебя нужно подлечить?,3 minutes ago
@KnightKiraMusic,I felt an orgasm in my ears  <3,1 hour ago
@victorestrada1031,"Chester will never be forgotten and I'll always remember the day that he died, but, Emily, girl, you're just made different 🗿🎶.",1 hour ago
@brunaap843,Amazing song! 🔥🇧🇷,1 hour ago
@numptymod,Loved it! Sounds very much like a Hybrid Theory song. Emily looked like she had fun making the video.,1 hour ago
@deviousdanny2066,I have missed this.,1 hour ago
@MrYesman89,What a song!!!! This is an atomic bomb!!!,1 hour ago
@SteelRims,"2017: You guys sold out!

2024: F* you haters!",1 hour ago
@RafaelSarmento-p3n,Brasil está ansioso pra ver a performance da banda amanhã. Será épico.,1 hour ago
@michaelceladena1295,Long live LINKIN PARK!!!!🔥,1 hour ago
@Janine0liveiraa,YAS LOVE THE NEED FOR SPEED VIBES COMING BACK 🤍🤍🤍🤍,1 hour ago
@JOUJOU12333,Its reaaaaaaalllyyy goooood ❤,1 hour ago
@codyroeder4193,Im straight on this,1 hour ago (edited)
@mrdrums23,She dance like Fred Durst!!,1 hour ago
@tehdant,"Tá, vocês só vão lançar músicas excelentes é? Eu nem enjoei de ouvir as outras ainda 😮‍💨🥹🫶❤️",1 hour ago
@nicovanloggerenberg5463,FUCKIN EPIC! Just sooo EPIC!! LOVIT!,1 hour ago
@masterspy47,"I don't know about you guys but for me It's like this song doesn't have  any lyrics just saying some words 
Doesn't feel right",1 hour ago
@crazyloonagirl,"Linkin park is so nostalgic to me, it's so nice to see them re-emerge back into the spotlight stronger than ever!  I will forever miss chester but emily has got the talent to help the band move forward",1 hour ago
@xavi2518,Two places for my head,1 hour ago
@AsierOrcajo,That riff! 🤘🤘,1 hour ago
@VukVucicevic7810,it just keeps getting better...,1 hour ago
@ashutoshtripathi4192,2:35 Pheonix giving SAW movie vibes.,1 hour ago
@karinsuilamascarenhas1507,Caramba que top😮❤,1 hour ago
@AVDTIENDA40,"Brutal 
10/10
🤯🤯🤯🤯🤯",1 hour ago
@0Johnny7,Pega poooorrrrraaa!!!!,1 hour ago
@StormforceChannel,"This song is awesome! So nice to see and hear the scratches from Mr Hahn and Brad with his headphones again, lets go!!!",1 hour ago
@sylvia5py,Love it,1 hour ago
@corysmith8187,Pretty heavy.  I like it.  So glad they started playing again.,1 hour ago
@gmganzerli,Plágio do Figure 09? Parece que já ouvi essa música.,1 hour ago
@alondracarrillo5560,Amazing!!!❤,1 hour ago
@Melenicus,INSANE! Best single so far!,1 hour ago
@mehmetgokhanbulat2387,good job Gulsen Kan 👏👏,1 hour ago
@g.o.g2175,She is 🔥🔥🔥🔥🔥 at singing no where Chester but I ding it 😊,1 hour ago
@burzane,"She is good.  Replace the rest, they are old.",1 hour ago
@edouardsalmon4748,That's whrrrrlliiit is,1 hour ago
@damien483,Fire 🔥,1 hour ago
@KamilKabakcili,"I was very young when I first met these guys. They came into my life and literally saved me. I stopped listening when the one gone. And this May, I felt I needed them again and started listening after 7 years. Like the universe heard me, they came back with 2 new heroes. I love you so much guys. Thanks for coming back to my life. And this song shows again this is how you do it 😉",1 hour ago
@OfficielManga,Du lourd,1 hour ago
@stainlessstain9823,Scientologist,1 hour ago
@lordoflordran8884,Absolutely banger!,1 hour ago
@granhofyrgmenteloca5971,Yeah ya se requeria algo nuevo saludos des de mexico,1 hour ago
@zerandoplaystation,"Penso o mesmo kkkkkkk, acho que por conta do riff de guitarra.",1 hour ago
